date,window_start,true_label,pred_label,confidence,n_retrieved,method
2012-10-02,2012-07-05,bull,bull,1.0,5,rule_based_temporal_rag
2012-10-09,2012-07-12,bull,bull,1.0,5,rule_based_temporal_rag
2012-10-16,2012-07-19,bull,bull,0.8,5,rule_based_temporal_rag
2012-10-23,2012-07-26,bull,bull,1.0,5,rule_based_temporal_rag
2012-11-01,2012-08-02,bull,bull,0.6,5,rule_based_temporal_rag
2012-11-08,2012-08-09,bull,bull,1.0,5,rule_based_temporal_rag
2012-11-15,2012-08-16,bull,bull,1.0,5,rule_based_temporal_rag
2012-11-23,2012-08-23,bull,bull,1.0,5,rule_based_temporal_rag
2012-11-30,2012-08-30,bull,bull,1.0,5,rule_based_temporal_rag
2012-12-07,2012-09-07,bull,bull,1.0,5,rule_based_temporal_rag
2012-12-14,2012-09-14,bull,bull,1.0,5,rule_based_temporal_rag
2012-12-21,2012-09-21,bull,bull,1.0,5,rule_based_temporal_rag
2012-12-31,2012-09-28,bull,bull,0.6,5,rule_based_temporal_rag
2013-01-08,2012-10-05,bull,bull,1.0,5,rule_based_temporal_rag
2013-01-15,2012-10-12,bull,bull,1.0,5,rule_based_temporal_rag
2013-01-23,2012-10-19,bull,bull,1.0,5,rule_based_temporal_rag
2013-01-30,2012-10-26,bull,bull,1.0,5,rule_based_temporal_rag
2013-02-06,2012-11-06,bull,bull,0.8,5,rule_based_temporal_rag
2013-02-13,2012-11-13,bull,bull,1.0,5,rule_based_temporal_rag
2013-02-21,2012-11-20,bull,bull,0.8,5,rule_based_temporal_rag
2013-02-28,2012-11-28,bull,bull,1.0,5,rule_based_temporal_rag
2013-03-07,2012-12-05,bull,bull,1.0,5,rule_based_temporal_rag
2013-03-14,2012-12-12,bull,bull,1.0,5,rule_based_temporal_rag
2013-03-21,2012-12-19,bull,bull,1.0,5,rule_based_temporal_rag
2013-03-28,2012-12-27,bull,bull,1.0,5,rule_based_temporal_rag
2013-04-05,2013-01-04,bull,bull,0.8,5,rule_based_temporal_rag
2013-04-12,2013-01-11,bull,bull,0.8,5,rule_based_temporal_rag
2013-04-19,2013-01-18,bull,bull,1.0,5,rule_based_temporal_rag
2013-04-26,2013-01-28,bull,bull,0.8,5,rule_based_temporal_rag
2013-05-03,2013-02-04,bull,bull,1.0,5,rule_based_temporal_rag
2013-05-10,2013-02-11,bull,bull,1.0,5,rule_based_temporal_rag
2013-05-17,2013-02-19,bull,bull,1.0,5,rule_based_temporal_rag
2013-05-24,2013-02-26,bull,bull,1.0,5,rule_based_temporal_rag
2013-06-03,2013-03-05,bull,bull,1.0,5,rule_based_temporal_rag
2013-06-10,2013-03-12,bull,bull,1.0,5,rule_based_temporal_rag
2013-06-17,2013-03-19,bull,bull,0.8,5,rule_based_temporal_rag
2013-06-24,2013-03-26,bull,bull,1.0,5,rule_based_temporal_rag
2013-07-01,2013-04-03,bull,bull,1.0,5,rule_based_temporal_rag
2013-07-09,2013-04-10,bull,bull,1.0,5,rule_based_temporal_rag
2013-07-16,2013-04-17,bull,bull,1.0,5,rule_based_temporal_rag
2013-07-23,2013-04-24,bull,bull,1.0,5,rule_based_temporal_rag
2013-07-30,2013-05-01,bull,bull,1.0,5,rule_based_temporal_rag
2013-08-06,2013-05-08,bull,bull,1.0,5,rule_based_temporal_rag
