date,window_start,true_label,pred_label,confidence,n_retrieved,method
2014/4/16,2014/1/16,bull,bull,0.9906,15,feature_knn_balanced_alpha1.0
2014/4/24,2014/1/24,bull,bull,0.9955,15,feature_knn_balanced_alpha1.0
2014/5/1,2014/1/31,bull,bull,0.9959,15,feature_knn_balanced_alpha1.0
2014/5/8,2014/2/7,bull,bull,0.9975,15,feature_knn_balanced_alpha1.0
2014/5/15,2014/2/14,bull,bull,0.997,15,feature_knn_balanced_alpha1.0
2014/5/22,2014/2/24,bull,bull,0.9983,15,feature_knn_balanced_alpha1.0
2014/5/30,2014/3/3,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2014/6/6,2014/3/10,bull,bull,0.9985,15,feature_knn_balanced_alpha1.0
2014/6/13,2014/3/17,bull,bull,0.9987,15,feature_knn_balanced_alpha1.0
2014/6/20,2014/3/24,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2014/6/27,2014/3/31,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2014/7/7,2014/4/7,bull,bull,0.9989,15,feature_knn_balanced_alpha1.0
2014/7/14,2014/4/14,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2014/7/21,2014/4/22,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2014/7/28,2014/4/29,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2014/8/4,2014/5/6,bull,bull,0.9945,15,feature_knn_balanced_alpha1.0
2014/8/11,2014/5/13,bull,bull,0.9948,15,feature_knn_balanced_alpha1.0
2014/8/18,2014/5/20,bull,bull,0.9978,15,feature_knn_balanced_alpha1.0
2014/8/25,2014/5/28,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2014/9/2,2014/6/4,bull,bull,0.999,15,feature_knn_balanced_alpha1.0
2014/9/9,2014/6/11,bull,bull,0.9984,15,feature_knn_balanced_alpha1.0
2014/9/16,2014/6/18,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2014/9/23,2014/6/25,bull,bull,0.9969,15,feature_knn_balanced_alpha1.0
2014/9/30,2014/7/2,bull,bull,0.995,15,feature_knn_balanced_alpha1.0
2014/10/7,2014/7/10,bull,bull,0.9857,15,feature_knn_balanced_alpha1.0
2014/10/14,2014/7/17,bull,bull,0.651,15,feature_knn_balanced_alpha1.0
2014/10/21,2014/7/24,bull,bull,0.9383,15,feature_knn_balanced_alpha1.0
2014/10/28,2014/7/31,bull,bull,0.9792,15,feature_knn_balanced_alpha1.0
2014/11/4,2014/8/7,bull,bull,0.9877,15,feature_knn_balanced_alpha1.0
2014/11/11,2014/8/14,bull,bull,0.9927,15,feature_knn_balanced_alpha1.0
2014/11/18,2014/8/21,bull,bull,0.995,15,feature_knn_balanced_alpha1.0
2014/11/25,2014/8/28,bull,bull,0.9969,15,feature_knn_balanced_alpha1.0
2014/12/3,2014/9/5,bull,bull,0.9974,15,feature_knn_balanced_alpha1.0
2014/12/10,2014/9/12,bull,bull,0.9775,15,feature_knn_balanced_alpha1.0
2014/12/17,2014/9/19,bull,bull,0.966,15,feature_knn_balanced_alpha1.0
2014/12/24,2014/9/26,bull,bull,0.9876,15,feature_knn_balanced_alpha1.0
2015/1/2,2014/10/3,bull,bull,0.9839,15,feature_knn_balanced_alpha1.0
2015/1/9,2014/10/10,bull,bull,0.9832,15,feature_knn_balanced_alpha1.0
2015/1/16,2014/10/17,bull,bull,0.9766,15,feature_knn_balanced_alpha1.0
2015/1/26,2014/10/24,bull,bull,0.995,15,feature_knn_balanced_alpha1.0
2015/2/2,2014/10/31,bull,bull,0.9774,15,feature_knn_balanced_alpha1.0
2015/2/9,2014/11/7,bull,bull,0.9863,15,feature_knn_balanced_alpha1.0
2015/2/17,2014/11/14,bull,bull,0.9931,15,feature_knn_balanced_alpha1.0
2015/2/24,2014/11/21,bull,bull,0.9957,15,feature_knn_balanced_alpha1.0
2015/3/3,2014/12/1,bull,bull,0.9966,15,feature_knn_balanced_alpha1.0
2015/3/10,2014/12/8,bull,bull,0.9778,15,feature_knn_balanced_alpha1.0
2015/3/17,2014/12/15,bull,bull,0.9916,15,feature_knn_balanced_alpha1.0
2015/3/24,2014/12/22,bull,bull,0.9938,15,feature_knn_balanced_alpha1.0
2015/3/31,2014/12/30,bull,bull,0.9904,15,feature_knn_balanced_alpha1.0
2015/4/8,2015/1/7,bull,bull,0.995,15,feature_knn_balanced_alpha1.0
2015/4/15,2015/1/14,bull,bull,0.9974,15,feature_knn_balanced_alpha1.0
2015/4/22,2015/1/22,bull,bull,0.9978,15,feature_knn_balanced_alpha1.0
2015/4/29,2015/1/29,bull,bull,0.9985,15,feature_knn_balanced_alpha1.0
2015/5/6,2015/2/5,bull,bull,0.9949,15,feature_knn_balanced_alpha1.0
2015/5/13,2015/2/12,bull,bull,0.9974,15,feature_knn_balanced_alpha1.0
2015/5/20,2015/2/20,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2015/5/28,2015/2/27,bull,bull,0.9988,15,feature_knn_balanced_alpha1.0
2015/6/4,2015/3/6,bull,bull,0.9983,15,feature_knn_balanced_alpha1.0
2015/6/11,2015/3/13,bull,bull,0.9988,15,feature_knn_balanced_alpha1.0
2015/6/18,2015/3/20,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2015/6/25,2015/3/27,bull,bull,0.9981,15,feature_knn_balanced_alpha1.0
2015/7/2,2015/4/6,bull,bull,0.9942,15,feature_knn_balanced_alpha1.0
2015/7/10,2015/4/13,bull,bull,0.9927,15,feature_knn_balanced_alpha1.0
2015/7/17,2015/4/20,bull,bull,0.9965,15,feature_knn_balanced_alpha1.0
2015/7/24,2015/4/27,bull,bull,0.9938,15,feature_knn_balanced_alpha1.0
2015/7/31,2015/5/4,bull,bull,0.9964,15,feature_knn_balanced_alpha1.0
2015/8/7,2015/5/11,bull,bull,0.9958,15,feature_knn_balanced_alpha1.0
2015/8/14,2015/5/18,bull,bull,0.9955,15,feature_knn_balanced_alpha1.0
2015/8/21,2015/5/26,bull,bull,0.5715,15,feature_knn_balanced_alpha1.0
2015/8/28,2015/6/2,bull,high_vol,0.8335,15,feature_knn_balanced_alpha1.0
2015/9/4,2015/6/9,bull,high_vol,0.8859,15,feature_knn_balanced_alpha1.0
2015/9/14,2015/6/16,bull,high_vol,0.7669,15,feature_knn_balanced_alpha1.0
2015/9/21,2015/6/23,bull,high_vol,0.5697,15,feature_knn_balanced_alpha1.0
2015/9/28,2015/6/30,bull,high_vol,0.6417,15,feature_knn_balanced_alpha1.0
2015/10/5,2015/7/8,bull,high_vol,0.4835,15,feature_knn_balanced_alpha1.0
2015/10/12,2015/7/15,bull,bull,0.5603,15,feature_knn_balanced_alpha1.0
2015/10/19,2015/7/22,bull,bull,0.7234,15,feature_knn_balanced_alpha1.0
2015/10/26,2015/7/29,bull,bull,0.8862,15,feature_knn_balanced_alpha1.0
2015/11/2,2015/8/5,bull,bull,0.9474,15,feature_knn_balanced_alpha1.0
2015/11/9,2015/8/12,bull,bull,0.8954,15,feature_knn_balanced_alpha1.0
2015/11/16,2015/8/19,bull,bull,0.8244,15,feature_knn_balanced_alpha1.0
2015/11/23,2015/8/26,bull,bull,0.9803,15,feature_knn_balanced_alpha1.0
2015/12/1,2015/9/2,bull,bull,0.9938,15,feature_knn_balanced_alpha1.0
2015/12/8,2015/9/10,bull,bull,0.9816,15,feature_knn_balanced_alpha1.0
2015/12/15,2015/9/17,bull,bull,0.7223,15,feature_knn_balanced_alpha1.0
2015/12/22,2015/9/24,bull,bull,0.8553,15,feature_knn_balanced_alpha1.0
2015/12/30,2015/10/1,bull,bull,0.979,15,feature_knn_balanced_alpha1.0
2016/1/7,2015/10/8,bull,bull,0.5633,15,feature_knn_balanced_alpha1.0
2016/1/14,2015/10/15,bull,bull,0.4313,15,feature_knn_balanced_alpha1.0
2016/1/22,2015/10/22,bull,bull,0.5047,15,feature_knn_balanced_alpha1.0
2016/1/29,2015/10/29,bull,bull,0.6152,15,feature_knn_balanced_alpha1.0
2016/2/5,2015/11/5,bull,bull,0.538,15,feature_knn_balanced_alpha1.0
2016/2/12,2015/11/12,bull,bull,0.5999,15,feature_knn_balanced_alpha1.0
2016/2/22,2015/11/19,bull,bull,0.6592,15,feature_knn_balanced_alpha1.0
2016/2/29,2015/11/27,bull,bull,0.7847,15,feature_knn_balanced_alpha1.0
2016/3/7,2015/12/4,bull,bull,0.8404,15,feature_knn_balanced_alpha1.0
2016/3/14,2015/12/11,bull,bull,0.9324,15,feature_knn_balanced_alpha1.0
2016/3/21,2015/12/18,bull,bull,0.9679,15,feature_knn_balanced_alpha1.0
2016/3/29,2015/12/28,bull,bull,0.9857,15,feature_knn_balanced_alpha1.0
2016/4/5,2016/1/5,bull,bull,0.972,15,feature_knn_balanced_alpha1.0
2016/4/12,2016/1/12,bull,bull,0.9901,15,feature_knn_balanced_alpha1.0
2016/4/19,2016/1/20,bull,bull,0.9956,15,feature_knn_balanced_alpha1.0
2016/4/26,2016/1/27,bull,bull,0.9965,15,feature_knn_balanced_alpha1.0
2016/5/3,2016/2/3,bull,bull,0.9961,15,feature_knn_balanced_alpha1.0
2016/5/10,2016/2/10,bull,bull,0.9984,15,feature_knn_balanced_alpha1.0
2016/5/17,2016/2/18,bull,bull,0.9968,15,feature_knn_balanced_alpha1.0
2016/5/24,2016/2/25,bull,bull,0.9981,15,feature_knn_balanced_alpha1.0
2016/6/1,2016/3/3,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2016/6/8,2016/3/10,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2016/6/15,2016/3/17,bull,bull,0.9936,15,feature_knn_balanced_alpha1.0
2016/6/22,2016/3/24,bull,bull,0.9948,15,feature_knn_balanced_alpha1.0
2016/6/29,2016/4/1,bull,bull,0.9855,15,feature_knn_balanced_alpha1.0
2016/7/7,2016/4/8,bull,bull,0.9912,15,feature_knn_balanced_alpha1.0
2016/7/14,2016/4/15,bull,bull,0.9919,15,feature_knn_balanced_alpha1.0
2016/7/21,2016/4/22,bull,bull,0.9941,15,feature_knn_balanced_alpha1.0
2016/7/28,2016/4/29,bull,bull,0.9974,15,feature_knn_balanced_alpha1.0
2016/8/4,2016/5/6,bull,bull,0.998,15,feature_knn_balanced_alpha1.0
2016/8/11,2016/5/13,bull,bull,0.9984,15,feature_knn_balanced_alpha1.0
2016/8/18,2016/5/20,bull,bull,0.999,15,feature_knn_balanced_alpha1.0
2016/8/25,2016/5/27,bull,bull,0.998,15,feature_knn_balanced_alpha1.0
2016/9/1,2016/6/6,bull,bull,0.9985,15,feature_knn_balanced_alpha1.0
2016/9/9,2016/6/13,bull,bull,0.9891,15,feature_knn_balanced_alpha1.0
2016/9/16,2016/6/20,bull,bull,0.9924,15,feature_knn_balanced_alpha1.0
2016/9/23,2016/6/27,bull,bull,0.9969,15,feature_knn_balanced_alpha1.0
2016/9/30,2016/7/5,bull,bull,0.9977,15,feature_knn_balanced_alpha1.0
2016/10/7,2016/7/12,bull,bull,0.998,15,feature_knn_balanced_alpha1.0
2016/10/14,2016/7/19,bull,bull,0.9973,15,feature_knn_balanced_alpha1.0
2016/10/21,2016/7/26,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2016/10/28,2016/8/2,bull,bull,0.998,15,feature_knn_balanced_alpha1.0
2016/11/4,2016/8/9,bull,bull,0.9751,15,feature_knn_balanced_alpha1.0
2016/11/11,2016/8/16,bull,bull,0.998,15,feature_knn_balanced_alpha1.0
2016/11/18,2016/8/23,bull,bull,0.9983,15,feature_knn_balanced_alpha1.0
2016/11/28,2016/8/30,bull,bull,0.9976,15,feature_knn_balanced_alpha1.0
2016/12/5,2016/9/7,bull,bull,0.9955,15,feature_knn_balanced_alpha1.0
2016/12/12,2016/9/14,bull,bull,0.9984,15,feature_knn_balanced_alpha1.0
2016/12/19,2016/9/21,bull,bull,0.9987,15,feature_knn_balanced_alpha1.0
2016/12/27,2016/9/28,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2017/1/4,2016/10/5,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2017/1/11,2016/10/12,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2017/1/19,2016/10/19,bull,bull,0.9987,15,feature_knn_balanced_alpha1.0
2017/1/26,2016/10/26,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/2/2,2016/11/2,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/2/9,2016/11/9,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/2/16,2016/11/16,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/2/24,2016/11/23,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/3/3,2016/12/1,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/3/10,2016/12/8,bull,bull,0.9993,15,feature_knn_balanced_alpha1.0
2017/3/17,2016/12/15,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/3/24,2016/12/22,bull,bull,0.9981,15,feature_knn_balanced_alpha1.0
2017/3/31,2016/12/30,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2017/4/7,2017/1/9,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2017/4/17,2017/1/17,bull,bull,0.9985,15,feature_knn_balanced_alpha1.0
2017/4/24,2017/1/24,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2017/5/1,2017/1/31,bull,bull,0.9995,15,feature_knn_balanced_alpha1.0
2017/5/8,2017/2/7,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/5/15,2017/2/14,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/5/22,2017/2/22,bull,bull,0.9984,15,feature_knn_balanced_alpha1.0
2017/5/30,2017/3/1,bull,bull,0.9989,15,feature_knn_balanced_alpha1.0
2017/6/6,2017/3/8,bull,bull,0.9993,15,feature_knn_balanced_alpha1.0
2017/6/13,2017/3/15,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/6/20,2017/3/22,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/6/27,2017/3/29,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/7/5,2017/4/5,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/7/12,2017/4/12,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/7/19,2017/4/20,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/7/26,2017/4/27,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/8/2,2017/5/4,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/8/9,2017/5/11,bull,bull,0.9995,15,feature_knn_balanced_alpha1.0
2017/8/16,2017/5/18,bull,bull,0.9993,15,feature_knn_balanced_alpha1.0
2017/8/23,2017/5/25,bull,bull,0.9981,15,feature_knn_balanced_alpha1.0
2017/8/30,2017/6/2,bull,bull,0.9988,15,feature_knn_balanced_alpha1.0
2017/9/7,2017/6/9,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2017/9/14,2017/6/16,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/9/21,2017/6/23,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/9/28,2017/6/30,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/10/5,2017/7/10,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/10/12,2017/7/17,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2017/10/19,2017/7/24,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/10/26,2017/7/31,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2017/11/2,2017/8/7,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/11/9,2017/8/14,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/11/16,2017/8/21,bull,bull,0.9995,15,feature_knn_balanced_alpha1.0
2017/11/24,2017/8/28,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/12/1,2017/9/5,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2017/12/8,2017/9/12,bull,bull,0.9998,15,feature_knn_balanced_alpha1.0
2017/12/15,2017/9/19,bull,bull,0.9998,15,feature_knn_balanced_alpha1.0
2017/12/22,2017/9/26,bull,bull,0.9998,15,feature_knn_balanced_alpha1.0
2018/1/2,2017/10/3,bull,bull,0.9998,15,feature_knn_balanced_alpha1.0
2018/1/9,2017/10/10,bull,bull,0.9998,15,feature_knn_balanced_alpha1.0
2018/1/17,2017/10/17,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2018/1/24,2017/10/24,bull,bull,0.9997,15,feature_knn_balanced_alpha1.0
2018/1/31,2017/10/31,bull,bull,0.9989,15,feature_knn_balanced_alpha1.0
2018/2/7,2017/11/7,bull,high_vol,0.7096,15,feature_knn_balanced_alpha1.0
2018/2/14,2017/11/14,bull,high_vol,0.5834,15,feature_knn_balanced_alpha1.0
2018/2/22,2017/11/21,bull,bull,0.4711,15,feature_knn_balanced_alpha1.0
2018/3/1,2017/11/29,bull,high_vol,0.5342,15,feature_knn_balanced_alpha1.0
2018/3/8,2017/12/6,bull,bull,0.5725,15,feature_knn_balanced_alpha1.0
2018/3/15,2017/12/13,bull,bull,0.7427,15,feature_knn_balanced_alpha1.0
2018/3/22,2017/12/20,bull,high_vol,0.4017,15,feature_knn_balanced_alpha1.0
2018/3/29,2017/12/28,bull,bull,0.3933,15,feature_knn_balanced_alpha1.0
2018/4/6,2018/1/5,bull,high_vol,0.4425,15,feature_knn_balanced_alpha1.0
2018/4/13,2018/1/12,bull,bull,0.5492,15,feature_knn_balanced_alpha1.0
2018/4/20,2018/1/22,bull,bull,0.5443,15,feature_knn_balanced_alpha1.0
2018/4/27,2018/1/29,bull,bull,0.7083,15,feature_knn_balanced_alpha1.0
2018/5/4,2018/2/5,bull,bull,0.8189,15,feature_knn_balanced_alpha1.0
2018/5/11,2018/2/12,bull,bull,0.9117,15,feature_knn_balanced_alpha1.0
2018/5/18,2018/2/20,bull,bull,0.9273,15,feature_knn_balanced_alpha1.0
2018/5/25,2018/2/27,bull,bull,0.9514,15,feature_knn_balanced_alpha1.0
2018/6/4,2018/3/6,bull,bull,0.9755,15,feature_knn_balanced_alpha1.0
2018/6/11,2018/3/13,bull,bull,0.9796,15,feature_knn_balanced_alpha1.0
2018/6/18,2018/3/20,bull,bull,0.9876,15,feature_knn_balanced_alpha1.0
2018/6/25,2018/3/27,bull,bull,0.9373,15,feature_knn_balanced_alpha1.0
2018/7/2,2018/4/4,bull,bull,0.9759,15,feature_knn_balanced_alpha1.0
2018/7/10,2018/4/11,bull,bull,0.9935,15,feature_knn_balanced_alpha1.0
2018/7/17,2018/4/18,bull,bull,0.9953,15,feature_knn_balanced_alpha1.0
2018/7/24,2018/4/25,bull,bull,0.9963,15,feature_knn_balanced_alpha1.0
2018/7/31,2018/5/2,bull,bull,0.9975,15,feature_knn_balanced_alpha1.0
2018/8/7,2018/5/9,bull,bull,0.9986,15,feature_knn_balanced_alpha1.0
2018/8/14,2018/5/16,bull,bull,0.9971,15,feature_knn_balanced_alpha1.0
2018/8/21,2018/5/23,bull,bull,0.9983,15,feature_knn_balanced_alpha1.0
2018/8/28,2018/5/31,bull,bull,0.999,15,feature_knn_balanced_alpha1.0
2018/9/5,2018/6/7,bull,bull,0.9978,15,feature_knn_balanced_alpha1.0
2018/9/12,2018/6/14,bull,bull,0.9985,15,feature_knn_balanced_alpha1.0
2018/9/19,2018/6/21,bull,bull,0.9991,15,feature_knn_balanced_alpha1.0
2018/9/26,2018/6/28,bull,bull,0.9989,15,feature_knn_balanced_alpha1.0
2018/10/3,2018/7/6,bull,bull,0.9994,15,feature_knn_balanced_alpha1.0
2018/10/10,2018/7/13,bull,bull,0.8391,15,feature_knn_balanced_alpha1.0
2018/10/17,2018/7/20,bull,bull,0.8221,15,feature_knn_balanced_alpha1.0
2018/10/24,2018/7/27,bull,high_vol,0.4778,15,feature_knn_balanced_alpha1.0
2018/10/31,2018/8/3,bull,bear,0.3895,15,feature_knn_balanced_alpha1.0
2018/11/7,2018/8/10,bull,bull,0.7917,15,feature_knn_balanced_alpha1.0
2018/11/14,2018/8/17,bull,bear,0.5467,15,feature_knn_balanced_alpha1.0
2018/11/21,2018/8/24,bull,bear,0.7651,15,feature_knn_balanced_alpha1.0
2018/11/29,2018/8/31,bull,bear,0.5524,15,feature_knn_balanced_alpha1.0
2018/12/7,2018/9/10,bull,bear,0.4294,15,feature_knn_balanced_alpha1.0
2018/12/14,2018/9/17,bull,bear,0.5511,15,feature_knn_balanced_alpha1.0
2018/12/21,2018/9/24,bull,high_vol,0.4838,15,feature_knn_balanced_alpha1.0
2018/12/31,2018/10/1,bull,high_vol,0.61,15,feature_knn_balanced_alpha1.0
2019/1/8,2018/10/8,bull,high_vol,0.6102,15,feature_knn_balanced_alpha1.0
2019/1/15,2018/10/15,bull,high_vol,0.4539,15,feature_knn_balanced_alpha1.0
2019/1/23,2018/10/22,bull,bear,0.4753,15,feature_knn_balanced_alpha1.0
2019/1/30,2018/10/29,bull,bear,0.4304,15,feature_knn_balanced_alpha1.0
2019/2/6,2018/11/5,bull,bull,0.6589,15,feature_knn_balanced_alpha1.0
2019/2/13,2018/11/12,bull,bull,0.8173,15,feature_knn_balanced_alpha1.0
2019/2/21,2018/11/19,bull,bull,0.9263,15,feature_knn_balanced_alpha1.0
2019/2/28,2018/11/27,bull,bull,0.9501,15,feature_knn_balanced_alpha1.0
2019/3/7,2018/12/4,bull,bull,0.8342,15,feature_knn_balanced_alpha1.0
2019/3/14,2018/12/12,bull,bull,0.9534,15,feature_knn_balanced_alpha1.0
2019/3/21,2018/12/19,bull,bull,0.9806,15,feature_knn_balanced_alpha1.0
2019/3/28,2018/12/27,bull,bull,0.9866,15,feature_knn_balanced_alpha1.0
2019/4/4,2019/1/4,bull,bull,0.9972,15,feature_knn_balanced_alpha1.0
2019/4/11,2019/1/11,bull,bull,0.9975,15,feature_knn_balanced_alpha1.0
2019/4/18,2019/1/18,bull,bull,0.9984,15,feature_knn_balanced_alpha1.0
2019/4/26,2019/1/28,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2019/5/3,2019/2/4,bull,bull,0.999,15,feature_knn_balanced_alpha1.0
2019/5/10,2019/2/11,bull,bull,0.994,15,feature_knn_balanced_alpha1.0
2019/5/17,2019/2/19,bull,bull,0.9757,15,feature_knn_balanced_alpha1.0
2019/5/24,2019/2/26,bull,bull,0.9729,15,feature_knn_balanced_alpha1.0
2019/6/3,2019/3/5,bull,bull,0.8276,15,feature_knn_balanced_alpha1.0
2019/6/10,2019/3/12,bull,bull,0.975,15,feature_knn_balanced_alpha1.0
2019/6/17,2019/3/19,bull,bull,0.9859,15,feature_knn_balanced_alpha1.0
2019/6/24,2019/3/26,bull,bull,0.9907,15,feature_knn_balanced_alpha1.0
2019/7/1,2019/4/2,bull,bull,0.9928,15,feature_knn_balanced_alpha1.0
2019/7/9,2019/4/9,bull,bull,0.9945,15,feature_knn_balanced_alpha1.0
2019/7/16,2019/4/16,bull,bull,0.9969,15,feature_knn_balanced_alpha1.0
2019/7/23,2019/4/24,bull,bull,0.9971,15,feature_knn_balanced_alpha1.0
2019/7/30,2019/5/1,bull,bull,0.9971,15,feature_knn_balanced_alpha1.0
2019/8/6,2019/5/8,bull,bull,0.9558,15,feature_knn_balanced_alpha1.0
2019/8/13,2019/5/15,bull,bull,0.9761,15,feature_knn_balanced_alpha1.0
2019/8/20,2019/5/22,bull,bull,0.9626,15,feature_knn_balanced_alpha1.0
2019/8/27,2019/5/30,bull,bull,0.9191,15,feature_knn_balanced_alpha1.0
2019/9/4,2019/6/6,bull,bull,0.9539,15,feature_knn_balanced_alpha1.0
2019/9/11,2019/6/13,bull,bull,0.9837,15,feature_knn_balanced_alpha1.0
2019/9/18,2019/6/20,bull,bull,0.9912,15,feature_knn_balanced_alpha1.0
2019/9/25,2019/6/27,bull,bull,0.9922,15,feature_knn_balanced_alpha1.0
2019/10/2,2019/7/5,bull,bull,0.9588,15,feature_knn_balanced_alpha1.0
2019/10/9,2019/7/12,bull,bull,0.978,15,feature_knn_balanced_alpha1.0
2019/10/16,2019/7/19,bull,bull,0.9852,15,feature_knn_balanced_alpha1.0
2019/10/23,2019/7/26,bull,bull,0.9909,15,feature_knn_balanced_alpha1.0
2019/10/30,2019/8/2,bull,bull,0.9949,15,feature_knn_balanced_alpha1.0
2019/11/6,2019/8/9,bull,bull,0.9978,15,feature_knn_balanced_alpha1.0
2019/11/13,2019/8/16,bull,bull,0.9981,15,feature_knn_balanced_alpha1.0
2019/11/20,2019/8/23,bull,bull,0.9988,15,feature_knn_balanced_alpha1.0
2019/11/27,2019/8/30,bull,bull,0.9993,15,feature_knn_balanced_alpha1.0
2019/12/5,2019/9/9,bull,bull,0.9978,15,feature_knn_balanced_alpha1.0
2019/12/12,2019/9/16,bull,bull,0.9988,15,feature_knn_balanced_alpha1.0
2019/12/19,2019/9/23,bull,bull,0.9993,15,feature_knn_balanced_alpha1.0
2019/12/27,2019/9/30,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2020/1/6,2019/10/7,bull,bull,0.9992,15,feature_knn_balanced_alpha1.0
2020/1/13,2019/10/14,bull,bull,0.9995,15,feature_knn_balanced_alpha1.0
2020/1/21,2019/10/21,bull,bull,0.9996,15,feature_knn_balanced_alpha1.0
2020/1/28,2019/10/28,bull,bull,0.9976,15,feature_knn_balanced_alpha1.0
2020/2/4,2019/11/4,bull,bull,0.9973,15,feature_knn_balanced_alpha1.0
2020/2/11,2019/11/11,bull,bull,0.9979,15,feature_knn_balanced_alpha1.0
2020/2/19,2019/11/18,bull,bull,0.9987,15,feature_knn_balanced_alpha1.0
2020/2/26,2019/11/25,bull,bull,0.7429,15,feature_knn_balanced_alpha1.0
2020/3/4,2019/12/3,high_vol,high_vol,0.8613,15,feature_knn_balanced_alpha1.0
2020/3/11,2019/12/10,high_vol,high_vol,0.969,15,feature_knn_balanced_alpha1.0
2020/3/18,2019/12/17,bull,bear,0.9892,15,feature_knn_balanced_alpha1.0
2020/3/25,2019/12/24,bull,bear,0.9972,15,feature_knn_balanced_alpha1.0
2020/4/1,2020/1/2,bear,bear,0.9974,15,feature_knn_balanced_alpha1.0
2020/4/8,2020/1/9,high_vol,bear,0.982,15,feature_knn_balanced_alpha1.0
2020/4/16,2020/1/16,high_vol,bear,0.8428,15,feature_knn_balanced_alpha1.0
2020/4/23,2020/1/24,high_vol,high_vol,0.8373,15,feature_knn_balanced_alpha1.0
2020/4/30,2020/1/31,high_vol,high_vol,0.9873,15,feature_knn_balanced_alpha1.0
2020/5/7,2020/2/7,high_vol,high_vol,0.9418,15,feature_knn_balanced_alpha1.0
2020/5/14,2020/2/14,high_vol,high_vol,0.9905,15,feature_knn_balanced_alpha1.0
2020/5/21,2020/2/24,bull,high_vol,0.9997,15,feature_knn_balanced_alpha1.0
2020/5/29,2020/3/2,bull,high_vol,0.9972,15,feature_knn_balanced_alpha1.0
2020/6/5,2020/3/9,bull,high_vol,0.862,15,feature_knn_balanced_alpha1.0
2020/6/12,2020/3/16,high_vol,high_vol,0.9537,15,feature_knn_balanced_alpha1.0
2020/6/19,2020/3/23,high_vol,high_vol,0.9714,15,feature_knn_balanced_alpha1.0
2020/6/26,2020/3/30,high_vol,high_vol,0.9856,15,feature_knn_balanced_alpha1.0
2020/7/6,2020/4/6,bull,high_vol,0.9724,15,feature_knn_balanced_alpha1.0
2020/7/13,2020/4/14,bull,high_vol,0.8589,15,feature_knn_balanced_alpha1.0
2020/7/20,2020/4/21,bull,bull,0.5815,15,feature_knn_balanced_alpha1.0
